21	110	0.916799
21	219	0.921739
21	1184	0.906039
21	4918	0.902668
21	5394	0.905925
21	5665	0.917308
23	2053	0.915998
23	3453	0.914205
23	5354	0.910661
27	190	0.900223
34	1121	0.925980
34	1677	0.902515
34	1981	0.912833
36	394	0.912663
40	184	0.901942
40	448	0.922550
40	790	0.902783
54	3071	0.907177
54	3926	0.938259
54	5205	0.905082
54	5294	0.904952
65	299	0.938417
65	879	0.937079
65	880	0.934369
65	1678	0.908339
65	2881	0.904839
65	4167	0.901042
65	5691	0.914237
65	5792	0.925710
65	5949	0.920566
65	5988	0.923223
65	5989	0.915683
79	4337	0.931078
79	5694	0.904137
97	305	0.964703
97	2704	0.949106
99	140	0.913851
99	279	0.902180
101	102	0.966138
101	103	0.942561
101	219	0.949435
101	220	0.974761
101	1183	0.942251
101	1184	0.954349
101	2827	0.910754
101	3750	0.923225
101	4603	0.957651
101	4604	0.942816
101	4697	0.909025
102	103	0.941717
102	219	0.956806
102	220	0.948073
102	1183	0.917688
102	1184	0.957275
102	4603	0.919373
102	4604	0.908860
103	219	0.945571
103	220	0.922125
103	1183	0.907786
103	1184	0.924880
103	4603	0.920440
103	4604	0.908191
107	3538	0.900447
107	3872	0.910603
107	4966	0.905434
107	5992	0.928610
115	129	0.910948
129	5026	0.913217
133	519	0.943106
133	1110	0.933347
133	4219	0.906005
155	2053	0.924242
155	3071	0.905871
155	3453	0.901962
155	4394	0.921513
168	4577	0.913719
183	1599	0.923242
183	3761	0.917791
183	4473	0.909079
183	4689	0.922959
183	4997	0.909786
184	567	0.934916
184	3081	0.922234
184	3761	0.916072
184	4525	0.900224
208	210	0.960324
208	1824	0.920466
209	1566	0.901132
209	1821	0.906028
209	1823	0.925939
215	577	0.901290
215	717	0.914530
215	2744	0.900318
215	3419	0.908420
215	4488	0.903563
215	4851	0.906003
219	220	0.963076
219	1183	0.956910
219	1184	0.961359
219	4603	0.970206
219	4604	0.949577
219	5665	0.925047
220	1183	0.976913
220	1184	0.976507
220	3544	0.909183
220	4603	0.972060
220	4604	0.972438
220	5394	0.911511
220	5395	0.915379
220	5665	0.909301
221	401	0.949350
226	5823	0.904404
229	2315	0.914815
246	452	0.925081
246	647	0.934718
246	649	0.937022
246	783	0.921564
246	883	0.953092
246	1044	0.911352
246	1121	0.906950
246	2053	0.926364
246	2290	0.948536
246	2557	0.935323
246	2934	0.926785
246	2957	0.927709
246	3453	0.922196
246	3980	0.909484
246	4243	0.952384
246	5763	0.917207
252	598	0.954104
252	717	0.969500
252	742	0.909057
252	757	0.927379
252	1914	0.917690
252	2744	0.921139
252	2784	0.932770
252	3031	0.940275
252	3093	0.980857
252	4850	0.909402
252	4953	0.949387
252	5627	0.916776
252	5730	0.977135
255	519	0.911984
264	994	0.958393
280	300	0.902263
281	2491	0.900932
281	2707	0.912196
281	3754	0.906755
281	4162	0.906193
290	400	0.920611
299	723	0.951611
299	872	0.907581
299	879	0.973254
299	880	0.971562
299	1058	0.928229
299	1637	0.961202
299	2296	0.940496
299	2297	0.957369
299	2334	0.916940
299	2639	0.901723
299	2773	0.939313
299	2844	0.931859
299	2997	0.936086
299	3423	0.959873
299	3641	0.905092
299	3808	0.943560
299	3887	0.923140
299	4188	0.912654
299	4458	0.951263
299	4992	0.944993
299	5074	0.942403
299	5182	0.915532
299	5691	0.924811
299	5792	0.969377
299	5934	0.903141
299	5949	0.960767
299	5988	0.902127
299	5989	0.923811
305	2704	0.901276
344	5952	0.903920
358	2318	0.900233
358	2557	0.917965
363	2317	0.905457
392	5476	0.906665
394	396	0.949734
419	742	0.901191
419	2462	0.901149
419	3005	0.937361
419	5631	0.905436
421	755	0.901028
421	2323	0.921382
448	3081	0.909937
448	3761	0.915657
452	471	0.902853
452	2290	0.918303
452	2390	0.919003
452	2557	0.960134
452	2957	0.929049
452	3453	0.913241
452	3482	0.935251
452	4243	0.937881
452	5354	0.914705
457	5847	0.906232
467	1098	0.909644
471	2557	0.925936
471	4243	0.900342
473	1137	0.935378
473	2882	0.919630
473	4617	0.900158
483	1371	0.924461
487	1011	0.905853
488	1941	0.900144
491	1035	0.917005
493	1029	0.922027
501	1137	0.920698
505	720	0.931706
513	1029	0.940721
513	1371	0.905894
517	557	0.900768
517	1377	0.911310
517	1734	0.910535
518	1109	0.938261
518	2253	0.913527
519	1110	0.911424
519	4281	0.914112
519	5693	0.942565
519	5933	0.930089
523	1336	0.900204
523	1550	0.931395
523	1717	0.922831
523	2070	0.914822
523	2153	0.933207
523	2393	0.939125
523	3173	0.912888
523	3243	0.906725
523	3527	0.919003
523	3987	0.916870
523	4287	0.925895
523	4379	0.912755
523	4686	0.944777
523	5493	0.921397
523	5626	0.915298
523	5974	0.904044
524	526	0.909570
527	529	0.948953
529	2254	0.907148
529	2441	0.911639
529	2881	0.932326
529	3104	0.940425
529	4164	0.901491
529	4166	0.927722
529	4167	0.915335
529	4880	0.917731
529	6017	0.906051
532	560	0.926846
532	584	0.905523
542	564	0.931386
542	1545	0.905723
545	547	0.986103
545	1461	0.949277
545	1717	0.906098
545	1919	0.925998
545	2507	0.926864
545	2578	0.933408
545	3458	0.928781
545	3882	0.968629
545	4504	0.913717
545	4845	0.932627
545	5280	0.902426
545	5520	0.930914
547	1461	0.960065
547	2507	0.936608
547	2578	0.921998
547	3458	0.937561
547	3882	0.949121
547	5520	0.917550
551	4878	0.902140
558	869	0.924358
558	1616	0.908903
560	584	0.934743
561	563	0.914430
561	894	0.904844
562	727	0.914218
562	1232	0.921648
564	751	0.914348
565	1637	0.930678
565	1920	0.904219
567	568	0.915916
567	3081	0.960360
567	5764	0.911659
568	3081	0.944636
568	3840	0.916025
568	5764	0.903925
569	1110	0.916796
569	1794	0.925192
569	3150	0.910588
569	3338	0.908923
569	3626	0.912233
569	3647	0.901951
569	3761	0.926747
575	577	0.953518
575	1934	0.917234
575	1935	0.901787
575	2744	0.914744
575	3300	0.955851
575	3592	0.934516
575	4403	0.901232
575	4488	0.973417
575	4565	0.923465
575	4850	0.915006
575	5530	0.907405
576	577	0.932296
576	4488	0.905812
577	1046	0.917449
577	1084	0.932896
577	1934	0.917665
577	1935	0.938044
577	2744	0.902556
577	3030	0.922871
577	3300	0.946293
577	3498	0.904994
577	3592	0.944990
577	4488	0.961666
577	4565	0.905898
577	4850	0.900464
577	5530	0.913447
579	1545	0.917068
580	2014	0.902904
583	2154	0.919103
584	4152	0.916504
584	4850	0.903273
587	747	0.916867
587	2069	0.922965
594	840	0.903148
594	4279	0.917057
594	4910	0.919244
596	692	0.918532
598	717	0.941960
598	742	0.904504
598	1914	0.906173
598	2784	0.938243
598	3093	0.944028
598	3414	0.929930
598	4614	0.905917
598	4953	0.929430
598	5278	0.908026
598	5730	0.941138
626	1894	0.919636
639	647	0.918079
639	2053	0.931364
639	2290	0.904017
639	3482	0.933873
639	4100	0.905062
639	5107	0.907202
639	5294	0.941063
639	5551	0.923310
639	5632	0.925008
639	5951	0.910318
645	2559	0.900402
647	649	0.982306
647	783	0.922299
647	2053	0.915609
647	2290	0.902739
649	760	0.909315
